TickerId;fund_asset_class_focus;cj_micro_geo;exch_code;cj_micro_asset_class;custom_asset_class_2;n_group;c_equity_type;cj_strategy;fund_mkt_cap_focus;fund_incept_dt;fund_expense_ratio;exchange_geography;front_load;cj_eur_hedged;n_gics_2;n_gics_3;n_gics_1;profilo_duration;gics_industry_group;equity_sectors;is_filled;c_fund_strategy;currency_hedged_indicator;res_update_asset_class;esignal_ticker;etf_undl_index_ticker;dvd_currency;ravenna_currency;back_load;valeur_macro;custom_asset_class;c_fund_geo_focus_1;c_fund_geo_focus_2;company_name;n_bics_1;n_bics_2;c_fixed_income_risk;i_sector;c_fund_mkt_cap_focus;fund_geo_focus;profilo_asset_class;n_bics_3;fund_euro_direct_ucits;i_sub_group;i_group;is_customised;alive;georgia_micro_asset_class;fund_typ;fund_rtg_class_focus;economic_association;fund_benchmark_prim;c_fund_industry_focus;fund_maturity_band_focus;c_fund_typ;fund_total_assets_crncy;cj_asset_class;n_icb_3;n_icb_2;n_icb_1;gics_industry;exchange_country;fund_industry_focus;currency;profilo_currency;credinvest_duration;fund_assets_usd;gics_sector;replication_strategy;ticker;n_sub_group;fund_strategy;c_economic_association;profilo_id;c_fund_rtg_class_focus;c_fund_asset_class_focus;last_val;fx_exposure;cj_macro_geo;fund_open_shr_class;n_sector;isin;;;
2905;;null;FP;null;null;Aerospace/Defense;null;null;;;;Europe;;null;Capital Goods;Aerospace & Defense;Industrials;null;2010;null;false;;;null;SAF-EEB;;EUR;null;;null;Single Stock;;;Safran SA;Industrials;Industrial Products;null;10011;;;null;Aerospace & Defense;;241;20078;false;true;null;;;;;;;;;null;Aerospace and Defense;Industrial Goods and Services;Industrials;201010;France;;EUR;null;null;;20;;SAF FP Equity;Aerospace/Defense-Equip;;;null;;;null;null;null;;Industrial;FR0000073272;;;
2893;;null;IM;null;null;Telecommunications;null;null;;;;Europe;;null;;;;null;;null;false;;;null;null;;;null;;null;Single Stock;;;Telecom Italia SpA/Old;Communications;Telecommunications;null;0;;;null;Telecommunications;;0;0;false;false;null;;;;;;;;;null;;;;;Italy;;EUR;null;null;;;;TI IM Equity;Telephone-Integrated;;;null;;;2,00308E+13;null;null;;Communications;;;;
2887;;Europe;FP;null;null;Telecommunications;null;null;;;;Europe;;null;Telecommunication Services;Diversified Telecommunication;Communication Services;null;5010;null;false;;;null;ORA-EEB;;EUR;null;;Technology;Single Stock;;;Orange SA;Communications;Telecommunications;null;10003;;;null;Telecommunications;;259;20017;false;true;null;;;;;;;;;Single Stock;Telecommunications Service Providers;Telecommunications;Telecommunications;501010;France;;EUR;null;null;;50;;ORA FP Equity;Cellular Telecom;;;null;;;null;null;null;;Communications;FR0000133308;;;
2886;;null;SQ;null;null;Telecommunications;null;null;;;;Europe;;null;Telecommunication Services;Diversified Telecommunication;Communication Services;null;5010;null;false;;;null;TEF-MAC;;EUR;null;;null;Single Stock;;;Telefonica SA;Communications;Telecommunications;null;10003;;;null;Telecommunications;;300;20017;false;true;null;;;;;;;;;null;Telecommunications Service Providers;Telecommunications;Telecommunications;501010;Spain;;EUR;null;null;;50;;TEF SQ Equity;Telephone-Integrated;;;null;;;null;null;null;;Communications;ES0178430E18;;;
2878;;null;IM;null;null;Telecommunications;null;null;;;;Europe;;null;;;;null;;null;false;;;null;null;;;null;;null;Single Stock;;;TIM SpA;Communications;Telecommunications;null;0;;;null;Telecommunications;;0;0;false;false;null;;;;;;;;;null;;;;;Italy;;EUR;null;null;;;;TIM IM Equity;Cellular Telecom;;;null;;;2,00506E+13;null;null;;Communications;;;;
2877;;null;FP;null;null;Oil&Gas;null;null;;;;Europe;;null;Energy;Oil; Gas & Consumable Fuels;Energy;null;1010;null;false;;;null;FP-EEB;;EUR;null;;null;Single Stock;;;TOTAL SE;Energy;Oil & Gas;null;10007;;;null;Oil & Gas Producers;;136;20048;false;false;null;;;;;;;;;null;Oil; Gas and Coal;Energy;Energy;101020;France;;EUR;null;null;;10;;FP FP Equity;Oil Comp-Integrated;;;null;;;2,02106E+13;null;null;;Energy;FR0000120271;
2872;;null;GY;null;null;Miscellaneous Manufactur;null;null;;;;Europe;;null;Capital Goods;Industrial Conglomerates;Industrials;null;2010;null;false;;;null;SIE-XET;;EUR;null;;null;Single Stock;;;Siemens AG;Industrials;Industrial Products;null;10011;;;null;Diversified Industrials;;223;20088;false;true;null;;;;;;;;;null;General Industrials;Industrial Goods and Services;Industrials;201050;Germany;;EUR;null;null;;20;;SIE GY Equity;Diversified Manufact Op;;;null;;;null;null;null;;Industrial;DE0007236101;;;
2869;;null;FP;null;null;Chemicals;null;null;;;;Europe;;null;Materials;Chemicals;Materials;null;1510;null;false;;;null;AI-EEB;;EUR;null;;null;Single Stock;;;Air Liquide SA;Materials;Materials;null;10002;;;null;Chemicals;;693;20010;false;true;null;;;;;;;;;null;Chemicals;Chemicals;Basic Materials;151010;France;;EUR;null;null;;15;;AI FP Equity;Industrial Gases;;;null;;;null;null;null;;Basic Materials;FR0000120073;;;
2864;;Europe;FP;null;null;Food;null;null;;;;Europe;;null;Food & Staples Retailing;Food & Staples Retailing;Consumer Staples;null;3010;null;false;;;null;CA-EEB;;EUR;null;;Technology;Single Stock;;;Carrefour SA;Consumer Staples;Retail & Wholesale - Staples;null;10005;;;null;Retail - Consumer Staples;;111;20040;false;true;null;;;;;;;;;Single Stock;Personal Care; Drug and Grocery Stores;Personal Care; Drug and Grocery Stores;Consumer Staples;301010;France;;EUR;null;null;;30;;CA FP Equity;Food-Retail;;;null;;;null;null;null;;Consumer; Non-cyclical;FR0000120172
2849;;null;GY;null;null;Auto Manufacturers;null;null;;;;Europe;;null;Automobiles & Components;Automobiles;Consumer Discretionary;null;2510;null;false;;;null;DAI-XET;;EUR;null;;null;Single Stock;;;Daimler AG;Consumer Discretionary;Consumer Discretionary Products;null;10004;;;null;Automotive;;25;20020;false;true;null;;;;;;;;;null;Automobiles and Parts;Automobiles and Parts;Consumer Discretionary;251020;Germany;;EUR;null;null;;25;;DAI GY Equity;Auto-Cars/Light Trucks;;;null;;;null;null;null;;Consumer; Cyclical;DE0007100000;;
2847;;null;FP;null;null;Food;null;null;;;;Europe;;null;Food; Beverage & Tobacco;Food Products;Consumer Staples;null;3020;null;false;;;null;BN-EEB;;EUR;null;;null;Single Stock;;;Danone SA;Consumer Staples;Consumer Staple Products;null;10005;;;null;Food;;106;20040;false;true;null;;;;;;;;;null;Food Producers;Food; Beverage and Tobacco;Consumer Staples;302020;France;;EUR;null;null;;30;;BN FP Equity;Food-Dairy Products;;;null;;;null;null;null;;Consumer; Non-cyclical;FR0000120644
2843;;null;IM;null;null;Banks;null;null;;;;Europe;;null;;;;null;;null;false;;;null;null;;;null;;null;Single Stock;;;SanPaolo IMI SpA;Financials;Banking;null;0;;;null;Banking;;0;0;false;false;null;;;;;;;;;null;;;;;Italy;;EUR;null;null;;;;SPI IM Equity;Commer Banks Non-US;;;null;;;2,00612E+13;null;null;;Financial;;;;
2841;;null;SQ;null;null;Banks;null;null;;;;Europe;;null;Banks;Banks;Financials;null;4010;null;false;;;null;SAN-MAC;;EUR;null;;null;Single Stock;;;Banco Santander SA;Financials;Banking;null;10008;;;null;Banking;;713;20051;false;true;null;;;;;;;;;null;Banks;Banks;Financials;401010;Spain;;EUR;null;null;;40;;SAN SQ Equity;Diversified Banking Inst;;;null;;;null;null;null;;Financial;ES0113900J37;;;
2836;;null;FP;null;null;Engineering&Construction;null;null;;;;Europe;;null;Capital Goods;Construction & Engineering;Industrials;null;2010;null;false;;;null;DG-EEB;;EUR;null;;null;Single Stock;;;Vinci SA;Industrials;Industrial Services;null;10011;;;null;Engineering & Construction;;201;20082;false;true;null;;;;;;;;;null;Construction and Materials;Construction and Materials;Industrials;201030;France;;EUR;null;null;;20;;DG FP Equity;Building-Heavy Construct;;;null;;;null;null;null;;Industrial;FR0000125486;;;
2835;;null;GY;null;null;Auto Manufacturers;null;null;;;;Europe;;null;Automobiles & Components;Automobiles;Consumer Discretionary;null;2510;null;false;;;null;BMW-XET;;EUR;null;;null;Single Stock;;;Bayerische Motoren Werke AG;Consumer Discretionary;Consumer Discretionary Products;null;10004;;;null;Automotive;;25;20020;false;true;null;;;;;;;;;null;Automobiles and Parts;Automobiles and Parts;Consumer Discretionary;251020;Germany;;EUR;null;null;;25;;BMW GY Equity;Auto-Cars/Light Trucks;;;null;;;null;null;null;;Consumer; Cyclical;DE0005190003;;
2830;;null;NA;null;null;Cosmetics/Personal Care;null;null;;;;Europe;;null;Household & Personal Products;Personal Products;Consumer Staples;null;3030;null;false;;;null;UNA-EEB;;;null;;null;Single Stock;;;Unilever NV;Consumer Staples;Consumer Staple Products;null;10005;;;null;Household Products;;100;20039;false;true;null;;;;;;;;;Single Stock;Personal Care; Drug and Grocery Stores;Personal Care; Drug and Grocery Stores;Consumer Staples;303020;Netherlands;;EUR;null;null;;30;;UNA NA Equity;Cosmetics&Toiletries;;;null;;;null;null;NULL;;Consumer; Non-cyclical;
2829;;null;GY;null;null;Banks;null;null;;;;Europe;;null;;;;null;;null;false;;;null;null;;;null;;null;Single Stock;;;UniCredit Bank AG;Financials;Banking;null;0;;;null;Banking;;0;0;false;false;null;;;;;;;;;null;;;;;Germany;;EUR;null;null;;;;HVM GY Equity;Commer Banks Non-US;;;null;;;2,00809E+13;null;null;;Financial;;;;
2827;;null;GY;null;null;Insurance;null;null;;;;Europe;;null;Insurance;Insurance;Financials;null;4030;null;false;;;null;ALV-XET;;EUR;null;;null;Single Stock;;;Allianz SE;Financials;Insurance;null;10008;;;null;Insurance;;165;20055;false;true;null;;;;;;;;;null;Non-life Insurance;Insurance;Financials;403010;Germany;;EUR;null;null;;40;;ALV GY Equity;Multi-line Insurance;;;null;;;null;null;null;;Financial;DE0008404005;;;
2824;;null;NA;null;null;Food;null;null;;;;Europe;;null;Food & Staples Retailing;Food & Staples Retailing;Consumer Staples;null;3010;null;false;;;null;AD-EEB;;EUR;null;;null;Single Stock;;;Koninklijke Ahold Delhaize NV;Consumer Staples;Retail & Wholesale - Staples;null;10005;;;null;Retail - Consumer Staples;;111;20040;false;true;null;;;;;;;;;null;Personal Care; Drug and Grocery Stores;Personal Care; Drug and Grocery Stores;Consumer Staples;301010;Netherlands;;EUR;null;null;;30;;AD NA Equity;Food-Retail;;;null;;;null;null;null;;Consumer; Non-cyclical;NL0011794037
2813;;null;FH;null;null;Telecommunications;null;null;;;;Europe;;null;Technology Hardware & Equipmen;Communications Equipment;Information Technology;null;4520;null;false;;;null;NOKIA-OMX;;EUR;null;;null;Single Stock;;;Nokia Oyj;Technology;Tech Hardware & Semiconductors;null;10003;;;null;Technology Hardware;;359;20017;false;true;null;;;;;;;;;null;Telecommunications Equipment;Telecommunications;Telecommunications;452010;Finland;;EUR;null;null;;45;;NOKIA FH Equity;Networking Products;;;null;;;null;null;null;;Communications;FI0009000681;;;
2803;;null;SQ;null;null;Electric;null;null;;;;Europe;;null;Utilities;Electric Utilities;Utilities;null;5510;null;false;;;null;IBE-MAC;;EUR;null;;null;Single Stock;;;Iberdrola SA;Utilities;Utilities;null;10014;;;null;Electric Utilities;;265;20110;false;true;null;;;;;;;;;null;Electricity;Utilities;Utilities;551010;Spain;;EUR;null;null;;55;;IBE SQ Equity;Electric-Integrated;;;null;;;null;null;null;;Utilities;ES0144580Y14;;;
2799;;null;GY;null;null;Apparel;null;null;;;;Europe;;null;Consumer Durables & Apparel;Textiles; Apparel & Luxury Goo;Consumer Discretionary;null;2520;null;false;;;null;ADS-XET;;EUR;null;;null;Single Stock;;;adidas AG;Consumer Discretionary;Consumer Discretionary Products;null;10004;;;null;Apparel & Textile Products;;324;20019;false;true;null;;;;;;;;;null;Personal Goods;Consumer Products and Services;Consumer Discretionary;252030;Germany;;EUR;null;null;;25;;ADS GY Equity;Athletic Footwear;;;null;;;null;null;null;;Consumer; Cyclical;DE000A1EWWW0;
2798;;null;FP;null;null;Banks;null;null;;;;Europe;;null;Banks;Banks;Financials;null;4010;null;false;;;null;GLE-EEB;;EUR;null;;null;Single Stock;;;Societe Generale SA;Financials;Banking;null;10008;;;null;Banking;;713;20051;false;true;null;;;;;;;;;null;Banks;Banks;Financials;401010;France;;EUR;null;null;;40;;GLE FP Equity;Diversified Banking Inst;;;null;;;null;null;null;;Financial;FR0000130809;;;
2787;;null;FP;null;null;Building Materials;null;null;;;;Europe;;null;Materials;Construction Materials;Materials;null;1510;null;false;;;null;LG-EEB;;;null;;null;Single Stock;;;Lafarge SA;Materials;Materials;null;0;;;null;Construction Materials;;0;0;false;false;null;;;;;;;;;null;Construction and Materials;Construction and Materials;Industrials;151020;France;;EUR;null;null;;15;;LG FP Equity;Bldg Prod-Cement/Aggreg;;;null;;;2,0151E+13;null;null;;Industrial;;;;
2783;;null;FP;null;null;Electric;null;null;;;;Europe;;null;;;;null;;null;false;;;null;null;;;null;;null;Single Stock;;;Societe Lyonnaise Des Eaux Et De L'eclairage;Utilities;Utilities;null;0;;;null;Electric Utilities;;0;0;false;false;null;;;;;;;;;null;Gas; Water and Multi-utilities;Utilities;Utilities;;France;;EUR;null;null;;;;SZE FP Equity;Electric-Distribution;;;null;;;2,01006E+13;null;null;;Utilities;;;
2780;;null;SQ;null;null;Retail;null;null;;;;Europe;;null;Retailing;Specialty Retail;Consumer Discretionary;null;2550;null;false;;;null;ITX-MAC;;EUR;null;;null;Single Stock;;;Industria de Diseno Textil SA;Consumer Discretionary;Retail & Whsle - Discretionary;null;10004;;;null;Retail - Discretionary;;58;20031;false;true;null;;;;;;;;;null;Retailers;Retail;Consumer Discretionary;255040;Spain;;EUR;null;null;;25;;ITX SQ Equity;Retail-Apparel/Shoe;;;null;;;null;null;null;;Consumer; Cyclical;ES0148396007;;
2778;;null;NA;null;null;Insurance;null;null;;;;Europe;;null;Insurance;Insurance;Financials;null;4030;null;false;;;null;null;;;null;;null;Single Stock;;;Ageas SA/NV;Financials;Insurance;null;0;;;null;Insurance;;0;0;false;false;null;;;;;;;;;null;Life Insurance;Insurance;Financials;403010;Netherlands;;EUR;null;null;;40;;FORA NA Equity;Multi-line Insurance;;;null;;;2,00901E+13;null;null;;Financial;;;;
2776;;null;IM;null;null;Banks;null;null;;;;Europe;;null;Banks;Banks;Financials;null;4010;null;false;;;null;UCG-MIL;;EUR;null;;null;Single Stock;;;UniCredit SpA;Financials;Banking;null;10008;;;null;Banking;;713;20051;false;true;null;;;;;;;;;null;Banks;Banks;Financials;401010;Italy;;EUR;null;null;;40;;UCG IM Equity;Diversified Banking Inst;;;null;;;null;null;null;;Financial;IT0005239360;;;
2773;;null;FP;null;null;REITS;null;null;;;;Europe;;null;Real Estate;Equity Real Estate Investment;Real Estate;null;6010;null;false;;;null;UL-EEB;;;null;;null;Single Stock;;;Unibail-Rodamco-Westfield SE;Real Estate;Real Estate;null;0;;;null;REIT;;0;0;false;false;null;;;;;;;;;null;Real Estate Investment Trusts;Real Estate;Real Estate;601010;France;;EUR;null;null;;60;;UL FP Equity;REITS-Diversified;;;null;;;2,01302E+13;null;null;;Financial;;;;
2770;;null;GY;null;null;Diversified Finan Serv;null;null;;;;Europe;;null;Diversified Financials;Capital Markets;Financials;null;4020;null;false;;;null;DB1-XET;;EUR;null;;null;Single Stock;;;Deutsche Boerse AG;Financials;Financial Services;null;10008;;;null;Institutional Financial Svcs;;162;20054;false;true;null;;;;;;;;;null;Investment Banking and Brokerage Services;Financial Services;Financials;402030;Germany;;EUR;null;null;;40;;DB1 GY Equity;Finance-Other Services;;;null;;;null;null;null;;Financial;DE0005810055;;;
2761;;null;SQ;null;null;Oil&Gas;null;null;;;;Europe;;null;Energy;Oil; Gas & Consumable Fuels;Energy;null;1010;null;false;;;null;REP-MAC;;EUR;null;;null;Single Stock;;;Repsol SA;Energy;Oil & Gas;null;10007;;;null;Oil & Gas Producers;;136;20048;false;true;null;;;;;;;;;null;Oil; Gas and Coal;Energy;Energy;101020;Spain;;EUR;null;null;;10;;REP SQ Equity;Oil Comp-Integrated;;;null;;;null;null;null;;Energy;ES0173516115;
2748;;null;FP;null;null;Building Materials;null;null;;;;Europe;;null;Capital Goods;Building Products;Industrials;null;2010;null;false;;;null;SGO-EEB;;EUR;null;;null;Single Stock;;;Cie de Saint-Gobain;Materials;Materials;null;10011;;;null;Construction Materials;;185;20079;false;true;null;;;;;;;;;null;Construction and Materials;Construction and Materials;Industrials;201020;France;;EUR;null;null;;20;;SGO FP Equity;Bldg&Construct Prod-Misc;;;null;;;null;null;null;;Industrial;FR0000125007;;;
2740;;null;FP;null;null;Cosmetics/Personal Care;null;null;;;;Europe;;null;Household & Personal Products;Personal Products;Consumer Staples;null;3030;null;false;;;null;OR-EEB;;EUR;null;;null;Single Stock;;;L'Oreal SA;Consumer Staples;Consumer Staple Products;null;10005;;;null;Household Products;;100;20039;false;true;null;;;;;;;;;null;Personal Goods;Consumer Products and Services;Consumer Discretionary;303020;France;;EUR;null;null;;30;;OR FP Equity;Cosmetics&Toiletries;;;null;;;null;null;null;;Consumer; Non-cyclical;FR0000120321;;
2739;;null;SQ;null;null;Banks;null;null;;;;Europe;;null;Banks;Banks;Financials;null;4010;null;false;;;null;BBVA-MAC;;EUR;null;;null;Single Stock;;;Banco Bilbao Vizcaya Argentaria SA;Financials;Banking;null;10008;;;null;Banking;;675;20051;false;true;null;;;;;;;;;null;Banks;Banks;Financials;401010;Spain;;EUR;null;null;;40;;BBVA SQ Equity;Commer Banks Non-US;;;null;;;null;null;null;;Financial;ES0113211835;;;
2736;;null;FP;null;null;Apparel;null;null;;;;Europe;;null;Consumer Durables & Apparel;Textiles; Apparel & Luxury Goo;Consumer Discretionary;null;2520;null;false;;;null;KER-EEB;;EUR;null;;null;Single Stock;;;Kering SA;Consumer Discretionary;Consumer Discretionary Products;null;10004;;;null;Apparel & Textile Products;;21;20019;false;true;null;;;;;;;;;null;Retailers;Retail;Consumer Discretionary;252030;France;;EUR;null;null;;25;;KER FP Equity;Apparel Manufacturers;;;null;;;null;null;null;;Consumer; Cyclical;FR0000121485;
2734;;Europe;NA;null;null;Semiconductors;null;null;;;;Europe;;null;Semiconductors & Semiconductor;Semiconductors & Semiconductor;Information Technology;null;4530;null;false;;;null;ASML-EEB;;EUR;null;;Climate change;Single Stock;;;ASML Holding NV;Technology;Tech Hardware & Semiconductors;null;10013;;;null;Semiconductors;;660;20108;false;true;null;;;;;;;;;Single Stock;Technology Hardware and Equipment;Technology;Technology;453010;Netherlands;;EUR;null;null;;45;;ASML NA Equity;Semiconductor Equipment;;;null;;;null;null;null;;Technology;NL0010273215;;;
2728;;null;GY;null;null;Software;null;null;;;;Europe;;null;Software & Services;Software;Information Technology;null;4510;null;false;;;null;SAP-XET;;EUR;null;;null;Single Stock;;;SAP SE;Technology;Software & Tech Services;null;10013;;;null;Software;;644;20109;false;true;null;;;;;;;;;null;Software and Computer Services;Technology;Technology;451030;Germany;;EUR;null;null;;45;;SAP GY Equity;Enterprise Software/Serv;;;null;;;null;null;null;;Technology;DE0007164600;;;
2726;;null;NA;null;null;Banks;null;null;;;;Europe;;null;Banks;Banks;Financials;null;4010;null;false;;;null;INGA-EEB;;EUR;null;;null;Single Stock;;;ING Groep NV;Financials;Banking;null;10008;;;null;Banking;;675;20051;false;true;null;;;;;;;;;null;Banks;Banks;Financials;401010;Netherlands;;EUR;null;null;;40;;INGA NA Equity;Commer Banks Non-US;;;null;;;null;null;null;;Financial;NL0011821202;;;
2715;;null;IM;null;null;Oil&Gas;null;null;;;;Europe;;null;Energy;Oil; Gas & Consumable Fuels;Energy;null;1010;null;false;;;null;ENI-MIL;;EUR;null;;null;Single Stock;;;Eni SpA;Energy;Oil & Gas;null;10007;;;null;Oil & Gas Producers;;136;20048;false;true;null;;;;;;;;;null;Oil; Gas and Coal;Energy;Energy;101020;Italy;;EUR;null;null;;10;;ENI IM Equity;Oil Comp-Integrated;;;null;;;null;null;null;;Energy;IT0003132476;
2714;;null;NA;null;null;Oil&Gas;null;null;;;;Europe;;null;;;;null;;null;false;;;null;null;;;null;;null;Single Stock;;;Royal Dutch Petroleum Co;Energy;Oil & Gas;null;0;;;null;Oil & Gas Producers;;0;0;false;false;null;;;;;;;;;null;;;;;Netherlands;;EUR;null;null;;;;RDA NA Equity;Oil Comp-Integrated;;;null;;;2,00509E+13;null;null;;Energy;;;;
2706;;null;FP;null;null;Pharmaceuticals;null;null;;;;Europe;;null;;;;null;;null;false;;;null;null;;;null;;null;Single Stock;;;Sanofi-Aventis SA;Health Care;Health Care;null;0;;;null;Biotech & Pharma;;0;0;false;false;null;;;;;;;;;null;Pharmaceuticals and Biotechnology;Health Care;Health Care;;France;;EUR;null;null;;;;AVE FP Equity;Medical-Drugs;;;null;;;2,00509E+13;null;null;;Consumer; Non-cyclical;;;
2699;;null;GY;null;null;Electric;null;null;;;;Europe;;null;Utilities;Multi-Utilities;Utilities;null;5510;null;false;;;null;EOAN-XET;;EUR;null;;null;Single Stock;;;E.ON SE;Utilities;Utilities;null;10014;;;null;Electric Utilities;;263;20110;false;true;null;;;;;;;;;null;Gas; Water and Multi-utilities;Utilities;Utilities;551030;Germany;;EUR;null;null;;55;;EOAN GY Equity;Electric-Distribution;;;null;;;null;null;null;;Utilities;DE000ENAG999;;
2692;;null;GY;null;null;Banks;null;null;;;;Europe;;null;Diversified Financials;Capital Markets;Financials;null;4020;null;false;;;null;DBK-XET;;EUR;null;;null;Single Stock;;;Deutsche Bank AG;Financials;Banking;null;10008;;;null;Banking;;713;20051;false;true;null;;;;;;;;;null;Banks;Banks;Financials;402030;Germany;;EUR;null;null;;40;;DBK GY Equity;Diversified Banking Inst;;;null;;;null;null;null;;Financial;DE0005140008;;;
2678;;null;FP;null;null;Telecommunications;null;null;;;;Europe;;null;Technology Hardware & Equipmen;Communications Equipment;Information Technology;null;4520;null;false;;;null;ALU-EEB;;;null;;null;Single Stock;;;Alcatel Lucent SAS;Technology;Tech Hardware & Semiconductors;null;0;;;null;Technology Hardware;;0;0;false;false;null;;;;;;;;;null;Telecommunications Equipment;Telecommunications;Telecommunications;452010;France;;EUR;null;null;;45;;ALU FP Equity;Networking Products;;;null;;;2,0161E+13;null;null;;Communications;;;;
2673;;Europe;BB;null;null;Beverages;null;null;;;;Europe;;null;Food; Beverage & Tobacco;Beverages;Consumer Staples;null;3020;null;false;;;null;ABI-EEB;;EUR;null;;Demographics;Single Stock;;;Anheuser-Busch InBev SA/NV;Consumer Staples;Consumer Staple Products;null;10005;;;null;Beverages;;80;20036;false;true;null;;;;;;;;;Single Stock;Beverages;Food; Beverage and Tobacco;Consumer Staples;302010;Belgium;;EUR;null;null;;30;;ABI BB Equity;Brewery;;;null;;;null;null;null;;Consumer; Non-cyclical;BE0974293251
2661;;null;GY;null;null;Telecommunications;null;null;;;;Europe;;null;Telecommunication Services;Diversified Telecommunication;Communication Services;null;5010;null;false;;;null;DTE-XET;;EUR;null;;null;Single Stock;;;Deutsche Telekom AG;Communications;Telecommunications;null;10003;;;null;Telecommunications;;300;20017;false;true;null;;;;;;;;;null;Telecommunications Service Providers;Telecommunications;Telecommunications;501010;Germany;;EUR;null;null;;50;;DTE GY Equity;Telephone-Integrated;;;null;;;null;null;null;;Communications;DE0005557508;;;
2651;;null;FP;null;null;Banks;null;null;;;;Europe;;null;Banks;Banks;Financials;null;4010;null;false;;;null;ACA-EEB;;EUR;null;;null;Single Stock;;;Credit Agricole SA;Financials;Banking;null;10008;;;null;Banking;;713;20051;false;true;null;;;;;;;;;null;Banks;Banks;Financials;401010;France;;EUR;null;null;;40;;ACA FP Equity;Diversified Banking Inst;;;null;;;null;null;null;;Financial;FR0000045072;;;
